INSERT INTO Medicines (name, description, unit, price, stock_quantity, manufacturer, expiry_date) VALUES
                                                                                                      ('Paracetamol', 'Thuốc giảm đau, hạ sốt', 'Viên', 100.00, 500, 'ABC Pharma', '2027-12-31'),
                                                                                                      ('Ibuprofen', 'Thuốc chống viêm, giảm đau', 'Viên', 120.00, 300, 'XYZ Pharmaceuticals', '2026-08-15'),
                                                                                                      ('Amoxicillin', 'Kháng sinh điều trị nhiễm trùng', 'Viên', 150.00, 400, 'MediCo', '2025-11-30'),
                                                                                                      ('Aspirin', 'Thuốc giảm đau, chống viêm', 'Viên', 80.00, 600, 'PharmaLife', '2025-05-20'),
                                                                                                      ('Ciprofloxacin', 'Kháng sinh phổ rộng', 'Viên', 180.00, 250, 'HealthCorp', '2026-06-10'),
                                                                                                      ('Loratadine', 'Thuốc kháng histamine, giảm dị ứng', 'Viên', 90.00, 700, 'AllerCo', '2027-02-28'),
                                                                                                      ('Omeprazole', 'Thuốc ức chế bơm proton, điều trị loét dạ dày', 'Viên', 130.00, 300, 'StomachCare', '2026-01-25'),
                                                                                                      ('Metformin', 'Thuốc điều trị tiểu đường loại 2', 'Viên', 160.00, 400, 'DiabetesRx', '2025-12-31'),
                                                                                                      ('Simvastatin', 'Thuốc giảm mỡ máu', 'Viên', 200.00, 350, 'CardioMed', '2027-04-10'),
                                                                                                      ('Losartan', 'Thuốc điều trị tăng huyết áp', 'Viên', 140.00, 500, 'HeartHealth', '2026-09-15'),
                                                                                                      ('Hydrochlorothiazide', 'Thuốc lợi tiểu, điều trị cao huyết áp', 'Viên', 110.00, 450, 'PharmaLife', '2026-03-22'),
                                                                                                      ('Levothyroxine', 'Thuốc điều trị suy giáp', 'Viên', 160.00, 350, 'ThyroidMed', '2026-11-05'),
                                                                                                      ('Furosemide', 'Thuốc lợi tiểu', 'Viên', 70.00, 600, 'Medica', '2025-07-18'),
                                                                                                      ('Diazepam', 'Thuốc an thần, giảm lo âu', 'Viên', 120.00, 300, 'RelaxPharma', '2026-10-09'),
                                                                                                      ('Miconazole', 'Thuốc trị nấm ngoài da', 'Kem', 50.00, 400, 'SkinCare', '2025-04-30'),
                                                                                                      ('Nystatin', 'Thuốc trị nấm miệng và đường ruột', 'Viên', 140.00, 350, 'MediCo', '2026-02-14'),
                                                                                                      ('Doxycycline', 'Kháng sinh điều trị nhiễm trùng', 'Viên', 160.00, 500, 'BioPharma', '2026-07-20'),
                                                                                                      ('Prednisone', 'Thuốc giảm viêm, điều trị dị ứng', 'Viên', 100.00, 450, 'CureMed', '2027-01-01'),
                                                                                                      ('Clindamycin', 'Kháng sinh trị mụn và nhiễm trùng', 'Gel', 80.00, 200, 'DermPharma', '2026-09-10'),
                                                                                                      ('Fluoxetine', 'Thuốc điều trị trầm cảm, rối loạn lo âu', 'Viên', 150.00, 400, 'MindCare', '2026-12-15'),
                                                                                                      ('Sildenafil', 'Thuốc điều trị rối loạn cương dương', 'Viên', 250.00, 300, 'GenPharma', '2025-08-20'),
                                                                                                      ('Fexofenadine', 'Thuốc kháng histamine', 'Viên', 120.00, 500, 'AllerPharma', '2026-11-05'),
                                                                                                      ('Cetirizine', 'Thuốc kháng histamine, giảm dị ứng', 'Viên', 90.00, 600, 'Antihist', '2027-03-31'),
                                                                                                      ('Paroxetine', 'Thuốc chống trầm cảm, lo âu', 'Viên', 130.00, 350, 'MedPsych', '2026-06-20'),
                                                                                                      ('Tamsulosin', 'Thuốc điều trị phì đại tuyến tiền liệt', 'Viên', 180.00, 450, 'UroMed', '2025-12-01'),
                                                                                                      ('Benzoyl Peroxide', 'Thuốc trị mụn', 'Kem', 40.00, 700, 'ClearSkin', '2027-04-15'),
                                                                                                      ('Atenolol', 'Thuốc điều trị tăng huyết áp và đau thắt ngực', 'Viên', 110.00, 500, 'CardioPharma', '2026-05-17'),
                                                                                                      ('Fluticasone', 'Thuốc xịt mũi trị viêm mũi dị ứng', 'Xịt', 95.00, 300, 'RespiratoryMed', '2026-07-30'),
                                                                                                      ('Sertraline', 'Thuốc chống trầm cảm, lo âu', 'Viên', 140.00, 600, 'MentalWell', '2026-08-25'),
                                                                                                      ('Albuterol', 'Thuốc xịt điều trị hen suyễn', 'Xịt', 80.00, 500, 'AsthmaCare', '2026-12-10'),
                                                                                                      ('Diphenhydramine', 'Thuốc kháng histamine, giảm dị ứng', 'Viên', 70.00, 550, 'MedHistamine', '2027-05-12'),
                                                                                                      ('Tadalafil', 'Thuốc điều trị rối loạn cương dương', 'Viên', 220.00, 400, 'VitalPharma', '2025-09-18'),
                                                                                                      ('Ranitidine', 'Thuốc điều trị loét dạ dày', 'Viên', 120.00, 350, 'GastroCare', '2025-10-15'),
                                                                                                      ('Gabapentin', 'Thuốc điều trị đau thần kinh', 'Viên', 150.00, 300, 'NeuroMed', '2026-05-10'),
                                                                                                      ('Verapamil', 'Thuốc điều trị huyết áp cao và đau thắt ngực', 'Viên', 170.00, 450, 'HeartPharma', '2026-01-30'),
                                                                                                      ('Esomeprazole', 'Thuốc điều trị trào ngược dạ dày thực quản', 'Viên', 140.00, 500, 'GastroPharma', '2026-11-25'),
                                                                                                      ('Lisinopril', 'Thuốc điều trị tăng huyết áp', 'Viên', 130.00, 550, 'CardioMed', '2027-02-20'),
                                                                                                      ('Zolpidem', 'Thuốc an thần, điều trị mất ngủ', 'Viên', 120.00, 300, 'SleepCare', '2026-09-10');

INSERT INTO Diseases (name_vi, name_en, description) VALUES
                                                         ('Chấn thương nghiền nát', 'Crushing Injury', NULL),
                                                         ('Nội tủy áp suất bình thường', 'Normal Pressure Hydrocephalus', NULL),
                                                         ('Rụng tóc', 'Alopecia', NULL),
                                                         ('Bệnh Hashimoto', 'Hashimoto Thyroiditis', NULL),
                                                         ('Chân bẹt', 'Flat Feet', NULL),
                                                         ('Bệnh gan không do rượu (NASH)', 'Nonalcoholic Liver Disease (NASH)', NULL),
                                                         ('Chảy máu khớp', 'Hemarthrosis', NULL),
                                                         ('Sa cơ quan chậu', 'Pelvic Organ Prolapse', NULL),
                                                         ('Gãy xương cánh tay', 'Fracture of the Arm', NULL),
                                                         ('Rối loạn đông máu', 'Coagulation (Bleeding) Disorder', NULL),
                                                         ('Chảy máu nội sọ', 'Intracranial Hemorrhage', NULL),
                                                         ('Tăng kali huyết', 'Hyperkalemia', NULL),
                                                         ('Nhiễm trùng giác mạc', 'Cornea Infection', NULL),
                                                         ('Áp-xe phổi', 'Abscess of the Lung', NULL),
                                                         ('Sốt xuất huyết', 'Dengue Fever', NULL),
                                                         ('Viêm xoang mạn tính', 'Chronic Sinusitis', NULL),
                                                         ('U xương chũm', 'Cholesteatoma', NULL),
                                                         ('Vòi tràng', 'Volvulus', NULL),
                                                         ('Chấn thương ngón tay', 'Injury to the Finger', NULL),
                                                         ('Ngộ độc do thuốc giảm đau', 'Poisoning due to Analgesics', NULL),
                                                         ('Rung nhĩ', 'Atrial Fibrillation', NULL),
                                                         ('Nhiễm giun kim', 'Pinworm Infection', NULL),
                                                         ('Vòi niệu', 'Urethral Valves', NULL),
                                                         ('Vết thương hở ở cổ', 'Open Wound of the Neck', NULL),
                                                         ('Achalasia', 'Achalasia', NULL),
                                                         ('Mất thính lực dẫn truyền', 'Conductive Hearing Loss', NULL),
                                                         ('Hernia bụng', 'Abdominal Hernia', NULL),
                                                         ('Bại não', 'Cerebral Palsy', NULL),
                                                         ('Lạm dụng ma túy cần sa', 'Marijuana Abuse', NULL),
                                                         ('Cryptococcosis', 'Cryptococcosis', NULL),
                                                         ('Béo phì', 'Obesity', NULL),
                                                         ('Rối loạn tiêu hóa', 'Indigestion', NULL),
                                                         ('Viêm bao hoạt dịch', 'Bursitis', NULL);

INSERT INTO Diseases (name_vi, name_en, description) VALUES
                                                         ('Ung thư thực quản', 'Esophageal Cancer', NULL),
                                                         ('Tắc nghẽn phổi', 'Pulmonary Congestion', NULL),
                                                         ('Viêm khớp dạng thấp trẻ em', 'Juvenile Rheumatoid Arthritis', NULL),
                                                         ('Keratosis actinica', 'Actinic Keratosis', NULL),
                                                         ('Viêm tai giữa cấp', 'Acute Otitis Media', NULL),
                                                         ('Tật khúc xạ loạn thị', 'Astigmatism', NULL),
                                                         ('Hội chứng củ tỏi', 'Tuberous Sclerosis', NULL),
                                                         ('Áp xe phổi', 'Empyema', NULL),
                                                         ('Giảm thính lực tuổi già', 'Presbyacusis', NULL),
                                                         ('Vàng da sơ sinh', 'Neonatal Jaundice', NULL),
                                                         ('Bệnh phổi tắc nghẽn mãn tính (COPD)', 'Chronic Obstructive Pulmonary Disease (COPD)', NULL),
                                                         ('Trật khớp khuỷu', 'Dislocation of the Elbow', NULL),
                                                         ('Thoái hóa cột sống', 'Spondylosis', NULL),
                                                         ('Herpangina', 'Herpangina', NULL),
                                                         ('Chấn thương vai', 'Injury to the Shoulder', NULL),
                                                         ('Ngộ độc do thuốc chống trầm cảm', 'Poisoning due to Antidepressants', NULL),
                                                         ('Nhiễm trùng vết thương hở', 'Infection of Open Wound', NULL),
                                                         ('Tắc nghẽn tĩnh mạch sâu (DVT)', 'Deep Vein Thrombosis (DVT)', NULL),
                                                         ('Thiếu protein', 'Protein Deficiency', NULL),
                                                         ('Cơn giật cơ', 'Myoclonus', NULL),
                                                         ('Mảng xương gót', 'Bone Spur of the Calcaneus', NULL),
                                                         ('Bệnh von Willebrand', 'Von Willebrand Disease', NULL),
                                                         ('Vết thương hở lưng', 'Open Wound of the Back', NULL),
                                                         ('Block nhĩ thất', 'Heart Block', NULL),
                                                         ('Polyp đại tràng', 'Colonic Polyp', NULL),
                                                         ('Thiếu magiê', 'Magnesium Deficiency', NULL),
                                                         ('Vô sinh nữ không rõ nguyên nhân', 'Female Infertility of Unknown Cause', NULL),
                                                         ('Viêm màng ngoài tim', 'Pericarditis', NULL),
                                                         ('Rối loạn tăng động giảm chú ý (ADHD)', 'Attention Deficit Hyperactivity Disorder (ADHD)', NULL),
                                                         ('Bệnh van động mạch phổi', 'Pulmonic Valve Disease', NULL),
                                                         ('Hội chứng Tietze', 'Tietze Syndrome', NULL),
                                                         ('Liệt dây thần kinh sọ', 'Cranial Nerve Palsy', NULL),
                                                         ('Chấn thương cánh tay', 'Injury to the Arm', NULL),
                                                         ('Rối loạn chuyển đổi', 'Conversion Disorder', NULL),
                                                         ('Hội chứng đau vùng phức tạp', 'Complex Regional Pain Syndrome', NULL),
                                                         ('Viêm tai trong', 'Otosclerosis', NULL),
                                                         ('Chấn thương thân', 'Injury to the Trunk', NULL),
                                                         ('Suy giáp', 'Hypothyroidism', NULL),
                                                         ('Mất ngủ nguyên phát', 'Primary Insomnia', NULL),
                                                         ('Chấy', 'Lice', NULL),
                                                         ('Thiếu vitamin B12', 'Vitamin B12 Deficiency', NULL),
                                                         ('Tiểu đường', 'Diabetes', NULL),
                                                         ('Đau âm hộ', 'Vulvodynia', NULL),
                                                         ('Lạc nội mạc tử cung', 'Endometriosis', NULL),
                                                         ('Viêm mạch máu', 'Vasculitis', NULL),
                                                         ('Chấn thương sọ não', 'Concussion', NULL),
                                                         ('Bạch sản miệng', 'Oral Leukoplakia', NULL),
                                                         ('Bệnh thận mạn tính', 'Chronic Kidney Disease', NULL),
                                                         ('Rối loạn bàng quang', 'Bladder Disorder', NULL),
                                                         ('Viêm màng mắt', 'Chorioretinitis', NULL),
                                                         ('Cương dương kéo dài', 'Priapism', NULL),
                                                         ('Viêm cơ', 'Myositis', NULL),
                                                         ('Bệnh mono', 'Mononucleosis', NULL),
                                                         ('Đau dây thần kinh', 'Neuralgia', NULL),
                                                         ('Bệnh thận đa nang', 'Polycystic Kidney Disease', NULL),
                                                         ('Rối loạn lưỡng cực', 'Bipolar Disorder', NULL),
                                                         ('Bệnh amyloidosis', 'Amyloidosis', NULL),
                                                         ('Bệnh đa dây thần kinh viêm mạn tính', 'Chronic Inflammatory Demyelinating Polyneuropathy (CIDP)', NULL),
                                                         ('Bệnh trào ngược dạ dày thực quản', 'Gastroesophageal Reflux Disease (GERD)', NULL),
                                                         ('Chảy máu dịch kính', 'Vitreous Hemorrhage', NULL),
                                                         ('Ngộ độc do thuốc kháng sinh', 'Poisoning due to Antimicrobial Drugs', NULL),
                                                         ('Vết thương hở miệng', 'Open Wound of the Mouth', NULL),
                                                         ('Bệnh xơ cứng', 'Scleroderma', NULL),
                                                         ('Bệnh nhược cơ', 'Myasthenia Gravis', NULL),
                                                         ('Hạ đường huyết', 'Hypoglycemia', NULL),
                                                         ('Mất kinh vô căn', 'Idiopathic Absence of Menstruation', NULL),
                                                         ('Trật khớp mắt cá chân', 'Dislocation of the Ankle', NULL),
                                                         ('Ngộ độc khí CO', 'Carbon Monoxide Poisoning', NULL),
                                                         ('Cơn hoảng loạn', 'Panic Attack', NULL),
                                                         ('Viêm cân gan chân', 'Plantar Fasciitis', NULL),
                                                         ('Cận thị', 'Hyperopia', NULL),
                                                         ('Ngộ độc do thuốc an thần', 'Poisoning due to Sedatives', NULL),
                                                         ('Pemphigus', 'Pemphigus', NULL),
                                                         ('Bệnh Peyronie', 'Peyronie Disease', NULL),
                                                         ('Hội chứng thoát vị hoành', 'Hiatal Hernia', NULL),
                                                         ('Hiệu quả ngoại tháp của thuốc', 'Extrapyramidal Effect of Drugs', NULL),
                                                         ('Bệnh Meniere', 'Meniere Disease', NULL),
                                                         ('Rách hậu môn', 'Anal Fissure', NULL),
                                                         ('Dị ứng', 'Allergy', NULL),
                                                         ('Viêm tai giữa mạn tính', 'Chronic Otitis Media', NULL),
                                                         ('Gãy xương ngón tay', 'Fracture of the Finger', NULL),
                                                         ('Bệnh Hirschsprung', 'Hirschsprung Disease', NULL),
                                                         ('Bệnh polymyalgia rheumatica', 'Polymyalgia Rheumatica', NULL),
                                                         ('Bệnh phù bạch huyết', 'Lymphedema', NULL),
                                                         ('Ung thư bàng quang', 'Bladder Cancer', NULL),
                                                         ('Co thắt phế quản cấp', 'Acute Bronchospasm', NULL),
                                                         ('Glaucoma cấp', 'Acute Glaucoma', NULL),
                                                         ('Vết thương hở ngực', 'Open Wound of the Chest', NULL),
                                                         ('Trật khớp xương bánh chè', 'Dislocation of the Patella', NULL),
                                                         ('Đau thần kinh tọa', 'Sciatica', NULL),
                                                         ('Tăng canxi huyết', 'Hypercalcemia', NULL),
                                                         ('Tiểu không kiểm soát do căng thẳng', 'Stress Incontinence', NULL),
                                                         ('Giãn tĩnh mạch', 'Varicose Veins', NULL),
                                                         ('U thận lành tính', 'Benign Kidney Cyst', NULL),
                                                         ('Tràn dịch tinh hoàn', 'Hydrocele of the Testicle', NULL),
                                                         ('Bệnh thoái hóa đĩa đệm', 'Degenerative Disc Disease', NULL),
                                                         ('Hirsutism', 'Hirsutism', NULL),
                                                         ('Trật khớp chân', 'Dislocation of the Foot', NULL),
                                                         ('Suy thận', 'Hydronephrosis', NULL),
                                                         ('Bệnh túi thừa', 'Diverticulosis', NULL),
                                                         ('Đau sau phẫu thuật', 'Pain After an Operation', NULL),
                                                         ('Bệnh Huntington', 'Huntington Disease', NULL),
                                                         ('Ung thư hạch', 'Lymphoma', NULL),
                                                         ('Viêm da do ánh nắng mặt trời', 'Dermatitis due to Sun Exposure', NULL),
                                                         ('Thiếu máu do bệnh thận mạn', 'Anemia due to Chronic Kidney Disease', NULL),
                                                         ('Chấn thương nội tạng', 'Injury to Internal Organ', NULL),
                                                         ('Viêm củng mạc', 'Scleritis', NULL),
                                                         ('Pterygium', 'Pterygium', NULL),
                                                         ('Nhiễm nấm da', 'Fungal Infection of the Skin', NULL),
                                                         ('Quá liều insulin', 'Insulin Overdose', NULL),
                                                         ('Hội chứng bài tiết ADH không phù hợp (SIADH)', 'Syndrome of Inappropriate Secretion of ADH (SIADH)', NULL),
                                                         ('Vật thể lạ trong tai', 'Foreign Body in the Ear', NULL),
                                                         ('Hội chứng căng thẳng tiền kinh nguyệt', 'Premenstrual Tension Syndrome', NULL),
                                                         ('Viêm mô tế bào ổ mắt', 'Orbital Cellulitis', NULL),
                                                         ('Chấn thương chân', 'Injury to the Leg', NULL),
                                                         ('Hôn mê gan', 'Hepatic Encephalopathy', NULL),
                                                         ('Ung thư xương', 'Bone Cancer', NULL),
                                                         ('Syringomyelia', 'Syringomyelia', NULL),
                                                         ('Xơ phổi', 'Pulmonary Fibrosis', NULL),
                                                         ('Bệnh van động mạch chủ', 'Mitral Valve Disease', NULL),
                                                         ('Bệnh Parkinson', 'Parkinson Disease', NULL),
                                                         ('Gout', 'Gout', NULL),
                                                         ('Viêm tai giữa', 'Otitis Media', NULL),
                                                         ('Lạm dụng thuốc (opioids)', 'Drug Abuse (Opioids)', NULL),
                                                         ('Hội chứng myelodysplastic', 'Myelodysplastic Syndrome', NULL),
                                                         ('Gãy xương vai', 'Fracture of the Shoulder', NULL),
                                                         ('Tổn thương thận cấp', 'Acute Kidney Injury', NULL),
